City,Month,Product_Type,Marketing_Channel,Customer_Income_Level,Marketing_Budget_INR,Discount_Rate,Conversion_Rate,Num_Sales,Sales_Revenue_INR,ROI,Customer_Age
Kolkata,2023-08,FMCG,Digital,Medium,550073,0.12,0.032,19714,26022480,47.31,40
Kolkata,2023-06,Healthcare,Print,Low,834794,0.21,0.122,123232,340736480,408.17,30
Kanpur,2023-11,Healthcare,TV,Low,592290,0.1,0.057,37136,116978400,197.5,22
Surat,2023-09,Clothing,TV,Medium,962561,0.25,0.05,60160,90240000,93.75,65
Chennai,2023-11,Clothing,Digital,High,1988096,0.08,0.117,251215,462235600,232.5,30
Chennai,2023-04,Furniture,Digital,Medium,2573115,0.27,0.141,460767,1345439640,522.88,30
Pune,2023-02,FMCG,Radio,Low,2849180,0.26,0.138,495415,549910650,193.01,22
Mumbai,2023-02,Furniture,Outdoor,Low,2290885,0.22,0.029,81051,252879120,110.38,40
Ahmedabad,2023-05,Healthcare,TV,Low,1674955,0.07,0.08,143376,466688880,278.63,30
Hyderabad,2023-10,Clothing,Outdoor,Low,2274159,0.1,0.023,57536,103564800,45.54,40
Kolkata,2023-09,Clothing,Digital,High,1783309,0.26,0.145,325810,482198800,270.4,65
Surat,2023-12,Clothing,Digital,High,914339,0.08,0.04,39499,72678160,79.49,40
Bangalore,2023-03,Electronics,Radio,High,2422166,0.09,0.038,100326,456483300,188.46,53
Ahmedabad,2023-08,Healthcare,Print,Low,2410829,0.19,0.134,384430,1089859050,452.07,40
Pune,2023-04,Clothing,Digital,Low,2050419,0.12,0.145,332988,586058880,285.82,30
Ahmedabad,2023-06,Healthcare,TV,Low,1477689,0.11,0.108,177145,551806675,373.43,40
Pune,2023-10,Clothing,Radio,Medium,1114751,0.19,0.027,35816,58021920,52.05,40
Kolkata,2023-06,FMCG,Print,Low,1209244,0.14,0.078,107525,138707250,114.71,53
Mumbai,2023-03,Healthcare,Radio,High,1798244,0.09,0.124,243050,774114250,430.48,53
Pune,2023-05,Furniture,Digital,High,2602443,0.18,0.09,276379,906523120,348.34,22
Kolkata,2023-12,Electronics,Print,High,2186708,0.15,0.029,72926,309935500,141.74,30
Kolkata,2023-03,Furniture,Outdoor,Medium,1289554,0.23,0.034,53929,166101320,128.81,22
Mumbai,2023-11,Healthcare,Print,High,1029164,0.08,0.131,145606,468851320,455.57,53
Chennai,2023-11,Clothing,TV,Medium,1791658,0.21,0.084,182104,287724320,160.59,40
Ahmedabad,2023-01,Healthcare,Outdoor,Medium,967876,0.16,0.109,122378,359791320,371.73,53
Delhi,2023-07,Electronics,Outdoor,Medium,2654299,0.15,0.062,189251,804316750,303.02,65
Delhi,2023-04,Healthcare,TV,Low,632895,0.11,0.085,59713,186005995,293.9,40
Bangalore,2023-07,Clothing,Outdoor,Low,1126665,0.06,0.147,175556,330045280,292.94,22
Bangalore,2023-03,Furniture,Digital,High,2262140,0.26,0.056,159616,472463360,208.86,40
Delhi,2023-12,FMCG,Print,High,1126987,0.13,0.104,132443,172838115,153.36,65
Hyderabad,2023-11,Furniture,Print,Medium,2832579,0.22,0.034,117495,366584400,129.42,53
Delhi,2023-05,Clothing,TV,Low,2517255,0.29,0.027,87675,124498500,49.46,30
Bangalore,2023-05,Clothing,Digital,High,1043268,0.19,0.12,148978,241344360,231.33,30
Surat,2023-02,Electronics,Outdoor,High,917440,0.15,0.128,135047,573949750,625.6,30
Bangalore,2023-11,Healthcare,Print,Low,2801714,0.12,0.104,326343,1005136440,358.76,53
Hyderabad,2023-10,Healthcare,Print,Medium,2463954,0.28,0.032,100923,254325960,103.22,30
Ahmedabad,2023-12,Furniture,Print,High,2849855,0.22,0.044,152980,477297600,167.48,65
Delhi,2023-02,FMCG,Print,High,1237813,0.22,0.138,208398,243825660,196.98,53
Mumbai,2023-04,FMCG,Radio,Low,583176,0.16,0.05,33824,42618240,73.08,30
Surat,2023-04,Electronics,TV,Low,1075097,0.26,0.125,169327,626509900,582.75,22
Kolkata,2023-04,Clothing,Outdoor,Medium,2936917,0.23,0.05,180620,278154800,94.71,53
Hyderabad,2023-06,Electronics,Outdoor,Medium,2713592,0.12,0.142,431569,1898903600,699.77,53
Bangalore,2023-02,Healthcare,TV,High,2557875,0.2,0.138,423584,1186035200,463.68,40
Mumbai,2023-06,Clothing,Digital,Medium,2882393,0.16,0.016,53497,89874960,31.18,30
Pune,2023-07,Electronics,TV,High,1551554,0.05,0.118,192237,913125750,588.52,22
Chennai,2023-11,Furniture,Print,High,2944869,0.25,0.034,125156,375468000,127.5,65
Delhi,2023-10,Healthcare,Print,Low,2829541,0.08,0.04,122236,393599920,139.1,53
Chennai,2023-03,FMCG,TV,High,889694,0.18,0.074,77688,95556240,107.4,65
Hyderabad,2023-11,Electronics,TV,Low,1867524,0.13,0.091,192037,835360950,447.31,65
Pune,2023-12,Healthcare,Outdoor,High,972760,0.14,0.056,62100,186921000,192.16,65
Pune,2023-08,Healthcare,Outdoor,High,1435652,0.17,0.091,152853,444037965,309.29,40
Pune,2023-02,FMCG,Radio,High,2319746,0.3,0.034,102532,107658600,46.41,65
Kolkata,2023-11,FMCG,Radio,Medium,887344,0.15,0.013,13265,16912875,19.06,30
Hyderabad,2023-08,FMCG,Print,Medium,2361006,0.1,0.09,233739,315547650,133.65,30
Ahmedabad,2023-11,Electronics,Radio,Low,1710325,0.2,0.082,168295,673180000,393.6,22
Chennai,2023-05,FMCG,Radio,High,1577677,0.11,0.107,187380,250152300,158.56,22
Ahmedabad,2023-02,Furniture,Digital,Low,2837727,0.08,0.101,309539,1139103520,401.41,65
Mumbai,2023-07,Healthcare,TV,Low,882299,0.06,0.136,127192,418461680,474.29,65
Kanpur,2023-02,FMCG,Outdoor,High,2079917,0.06,0.074,163148,230038680,110.6,40
Surat,2023-06,Healthcare,Radio,Medium,2733894,0.16,0.011,34884,102558960,37.51,65
Surat,2023-10,Clothing,Outdoor,Medium,1136854,0.16,0.098,129237,217118160,190.98,65
Ahmedabad,2023-03,Clothing,Radio,Low,2738505,0.1,0.105,316297,569334600,207.9,65
Kanpur,2023-09,FMCG,Radio,Medium,2811882,0.25,0.083,291732,328198500,116.72,53
Kanpur,2023-03,Healthcare,Print,High,1601917,0.08,0.107,185117,596076740,372.1,53
Delhi,2023-11,Clothing,Digital,High,568069,0.28,0.055,39992,57588480,101.38,40
Mumbai,2023-12,FMCG,TV,Medium,958291,0.2,0.031,35648,42777600,44.64,40
Hyderabad,2023-12,Healthcare,TV,Medium,2001900,0.06,0.103,218567,719085430,359.2,30
Kanpur,2023-03,FMCG,Print,Low,827467,0.29,0.044,46967,50019855,60.45,40
Bangalore,2023-05,Healthcare,Print,Medium,2943634,0.13,0.074,246146,749514570,254.62,30
Surat,2023-07,Clothing,TV,Low,1258740,0.16,0.079,115350,193788000,153.95,65
Bangalore,2023-08,FMCG,TV,High,2296794,0.12,0.077,198075,261459000,113.84,40
Mumbai,2023-12,Clothing,Digital,High,1270532,0.23,0.094,146898,226222920,178.05,40
Kanpur,2023-11,FMCG,Radio,High,1532819,0.17,0.014,25107,31258215,20.39,40
Chennai,2023-07,Electronics,Digital,Medium,951291,0.08,0.149,153081,704172600,740.23,30
Surat,2023-09,Clothing,TV,Medium,602591,0.08,0.11,71587,131720080,218.59,30
Delhi,2023-05,Clothing,Radio,Medium,1563747,0.23,0.07,134638,207342520,132.59,22
Delhi,2023-10,Furniture,TV,Low,2901500,0.11,0.037,119164,424223840,146.21,30
Pune,2023-11,Clothing,Digital,Low,2420802,0.08,0.021,54903,101021520,41.73,30
Kolkata,2023-03,Healthcare,Digital,Low,1330166,0.17,0.104,161854,470185870,353.48,53
Kanpur,2023-06,FMCG,Digital,High,2329894,0.25,0.054,157267,176925375,75.94,40
Mumbai,2023-05,Electronics,Radio,Low,1496023,0.12,0.042,70372,309636800,206.97,30
Surat,2023-12,Healthcare,Outdoor,Medium,2426259,0.12,0.063,171196,527283680,217.32,40
Kolkata,2023-04,Healthcare,Outdoor,Medium,1938259,0.26,0.093,227125,588253750,303.5,40
Mumbai,2023-12,Healthcare,TV,High,1219801,0.09,0.104,138276,440409060,361.05,53
Ahmedabad,2023-02,Healthcare,Radio,Medium,1069366,0.2,0.1,128323,359304400,336.0,40
Kanpur,2023-07,Electronics,Print,Medium,2362786,0.29,0.131,399287,1417468850,599.91,30
Hyderabad,2023-05,Furniture,Outdoor,Medium,1594408,0.26,0.041,82367,243806320,152.91,40
Hyderabad,2023-04,Clothing,Radio,Low,1261140,0.07,0.099,133592,248481119,197.03,22
Kanpur,2023-12,Healthcare,Radio,Low,2139107,0.13,0.024,58012,176646540,82.58,22
Pune,2023-08,Clothing,Outdoor,Medium,1442552,0.09,0.087,136797,248970540,172.59,53
Pune,2023-09,Clothing,Radio,Medium,1321114,0.29,0.092,156789,222640380,168.52,30
Hyderabad,2023-09,Healthcare,Radio,Medium,2090353,0.3,0.04,108698,266310100,127.4,53
Chennai,2023-03,Furniture,Outdoor,Medium,1284646,0.11,0.065,92687,329965720,256.85,22
Surat,2023-03,Clothing,Digital,Low,1400126,0.22,0.126,215227,335754120,239.8,30
Hyderabad,2023-05,FMCG,TV,High,2483031,0.26,0.031,96987,107655570,43.36,40
Chennai,2023-05,Clothing,Print,Medium,2835199,0.11,0.071,223442,397726760,140.28,30
Kolkata,2023-10,Healthcare,TV,Low,729355,0.1,0.141,113122,356334300,488.56,65
Chennai,2023-02,Electronics,Digital,Medium,1976373,0.05,0.081,168090,798427500,403.99,30
Kolkata,2023-01,Clothing,Digital,High,2322352,0.15,0.112,299118,508500600,218.96,40
Mumbai,2023-08,Furniture,Radio,Low,2357961,0.27,0.126,377320,1101774400,467.26,65
Bangalore,2023-03,FMCG,TV,Low,1966494,0.28,0.039,98167,106020360,53.91,53
Mumbai,2023-01,FMCG,Digital,High,1816998,0.08,0.041,80456,111029280,61.11,30
Hyderabad,2023-01,Electronics,TV,High,1724214,0.1,0.116,220009,990040500,574.2,53
Kolkata,2023-11,Electronics,Digital,Low,2656874,0.15,0.115,351371,1493326750,562.06,30
Hyderabad,2023-02,Clothing,Print,High,780180,0.25,0.018,17554,26331000,33.75,22
Kanpur,2023-06,Healthcare,Digital,Medium,2737700,0.2,0.055,180688,505926400,184.8,22
Surat,2023-06,Furniture,TV,High,2143718,0.18,0.066,166952,547602560,255.45,40
Delhi,2023-03,FMCG,Radio,High,594805,0.2,0.126,89934,107920800,181.44,22
Hyderabad,2023-12,Electronics,TV,Low,2752978,0.07,0.069,203252,945121800,343.31,65
Surat,2023-04,Furniture,Outdoor,High,2046689,0.17,0.14,335247,1113020040,543.81,65
Chennai,2023-12,Healthcare,TV,Low,1356878,0.3,0.15,264591,648247950,477.75,30
Mumbai,2023-02,FMCG,Print,Medium,692233,0.07,0.119,88142,122958090,177.63,53
Chennai,2023-02,FMCG,Print,High,798166,0.18,0.103,97009,119321070,149.49,65
Delhi,2023-07,Healthcare,Print,High,1480761,0.12,0.065,107799,332020920,224.22,30
Kolkata,2023-01,FMCG,Digital,Low,1338007,0.18,0.019,29998,36897540,27.58,53
Kanpur,2023-07,Healthcare,Print,Low,1640438,0.19,0.09,175690,498081150,303.63,22
Surat,2023-12,FMCG,TV,High,1720353,0.19,0.061,124880,151729200,88.2,30
Kanpur,2023-12,Clothing,Radio,Low,1945969,0.26,0.059,144663,214101240,110.02,53
Bangalore,2023-01,Healthcare,Print,High,1781085,0.15,0.106,217114,645914150,362.65,40
Hyderabad,2023-06,Furniture,TV,Medium,2274450,0.18,0.075,201288,660224640,290.28,40
Kolkata,2023-03,Clothing,Digital,High,2807533,0.05,0.115,339009,644117100,229.42,65
Bangalore,2023-08,Furniture,Digital,Medium,1937725,0.25,0.066,159862,479586000,247.5,53
Ahmedabad,2023-06,FMCG,Radio,Medium,1154247,0.11,0.031,39717,53022195,45.94,40
Hyderabad,2023-11,Furniture,Radio,Low,1570372,0.25,0.075,147222,441666000,281.25,65
Chennai,2023-02,Clothing,TV,Low,681420,0.12,0.143,109136,192079360,281.88,30
Mumbai,2023-08,Healthcare,Radio,Low,839557,0.05,0.122,107547,357593775,425.93,30
Surat,2023-05,Electronics,Radio,Low,1243451,0.09,0.039,52859,240508450,193.42,53
Delhi,2023-08,Furniture,Digital,High,1049546,0.3,0.065,88686,248320800,236.6,53
Delhi,2023-08,Electronics,TV,Medium,2871002,0.13,0.14,454192,1975735200,688.17,53
Chennai,2023-06,Furniture,Radio,High,1350756,0.08,0.027,39388,144947840,107.31,53
Pune,2023-02,Furniture,TV,Medium,2357323,0.08,0.046,117111,430968480,182.82,40
Delhi,2023-08,Healthcare,Print,Medium,1034640,0.13,0.047,54949,167319705,161.72,40
Surat,2023-11,FMCG,Digital,Medium,534497,0.06,0.09,50991,71897310,134.51,65
Chennai,2023-06,Clothing,Digital,High,1885865,0.18,0.068,151321,248166440,131.59,40
Kolkata,2023-06,Clothing,Digital,Low,1200334,0.1,0.021,27727,49908600,41.58,30
Delhi,2023-08,Clothing,Outdoor,High,2068472,0.18,0.098,239198,392284720,189.65,65
Kanpur,2023-01,FMCG,TV,Medium,2852114,0.09,0.024,74611,101844015,35.71,40
Chennai,2023-02,Electronics,Print,High,1695916,0.16,0.095,186889,784933800,462.84,53
Surat,2023-12,Clothing,Radio,Medium,2930142,0.2,0.081,284809,455694400,155.52,40
Kanpur,2023-12,Electronics,Print,Low,1791756,0.07,0.079,151457,704275050,393.06,22
Hyderabad,2023-09,FMCG,TV,Low,1835183,0.15,0.019,40098,51124950,27.86,65
Hyderabad,2023-11,FMCG,Digital,High,576789,0.13,0.099,64525,84205125,145.99,40
Delhi,2023-12,Healthcare,Outdoor,Low,2683092,0.11,0.07,208476,649402740,242.04,40
Kanpur,2023-08,Clothing,TV,Medium,1188422,0.2,0.068,96975,155160000,130.56,30
Mumbai,2023-12,Healthcare,TV,Medium,2687842,0.2,0.094,303188,848926400,315.84,53
Hyderabad,2023-07,Clothing,Radio,Low,1424744,0.21,0.095,163774,258762920,181.62,53
Mumbai,2023-07,FMCG,Print,Low,1415175,0.09,0.012,18510,25266150,17.85,30
Kolkata,2023-05,FMCG,Print,Low,998364,0.12,0.028,31308,41326560,41.39,30
Chennai,2023-02,Furniture,Radio,High,501585,0.1,0.043,23724,85406400,170.27,22
Bangalore,2023-11,Furniture,Outdoor,High,814676,0.19,0.105,101793,329809320,404.83,65
Surat,2023-06,FMCG,Digital,Medium,767571,0.17,0.091,81723,101745135,132.55,53
Chennai,2023-10,FMCG,Digital,High,2554812,0.13,0.116,334884,437023620,171.06,30
Surat,2023-03,Electronics,Outdoor,High,745954,0.25,0.114,106298,398617500,534.37,30
Kanpur,2023-04,Electronics,Radio,Medium,2185322,0.07,0.129,301639,1402621350,641.84,65
Kolkata,2023-10,Healthcare,TV,Medium,2253040,0.29,0.063,183104,455013440,201.96,30
Ahmedabad,2023-12,Furniture,Print,Low,2609351,0.08,0.058,163449,601492320,230.51,22
Delhi,2023-11,Furniture,TV,Low,2478856,0.24,0.126,387296,1177379840,474.97,65
Surat,2023-02,FMCG,Print,High,2226663,0.14,0.043,109151,140804790,63.24,22
Surat,2023-02,FMCG,TV,Medium,1027219,0.27,0.075,97842,107136990,104.3,40
Kanpur,2023-12,Healthcare,Radio,High,1628955,0.07,0.037,64490,209914950,128.86,53
Mumbai,2023-08,Furniture,Radio,High,687265,0.14,0.138,108120,371932800,541.18,30
Chennai,2023-08,Electronics,Outdoor,Medium,754031,0.13,0.067,57087,248328450,329.33,65
Ahmedabad,2023-10,Clothing,TV,Medium,979976,0.3,0.04,50958,71341200,72.8,22
Pune,2023-06,Healthcare,TV,Medium,658393,0.3,0.107,91582,224375900,340.79,53
Delhi,2023-05,Clothing,Outdoor,Medium,1556212,0.1,0.044,75320,135576000,87.12,53
Bangalore,2023-08,Electronics,Outdoor,High,1353828,0.21,0.142,232614,918825300,678.69,30
Pune,2023-04,Electronics,Radio,High,2717401,0.18,0.061,195598,801951800,295.12,53
Chennai,2023-11,Clothing,Radio,High,2874285,0.09,0.103,322695,587304900,204.33,30
Delhi,2023-04,Healthcare,TV,Medium,1268901,0.09,0.058,80219,255497515,201.35,40
Surat,2023-05,Clothing,Radio,Low,2053750,0.3,0.123,328394,459751600,223.86,30
Bangalore,2023-01,Healthcare,Radio,High,2042267,0.16,0.136,322188,947232720,463.81,22
Mumbai,2023-01,Healthcare,TV,Low,1289266,0.08,0.12,167088,538023360,417.31,53
Ahmedabad,2023-02,FMCG,Outdoor,Low,1858923,0.1,0.129,263781,356104350,191.56,53
Mumbai,2023-08,Furniture,TV,Low,807820,0.12,0.024,21714,76433280,94.62,53
Kolkata,2023-07,Furniture,Digital,Medium,2407660,0.18,0.139,394904,1295285120,537.99,30
Kanpur,2023-10,Electronics,TV,Medium,1879184,0.13,0.097,205977,895999950,476.8,65
Delhi,2023-09,FMCG,Digital,High,2690867,0.16,0.132,412025,519151500,192.93,30
Mumbai,2023-05,Furniture,TV,High,2570878,0.09,0.106,297039,1081221960,420.57,22
Pune,2023-02,Healthcare,Digital,Medium,2828200,0.13,0.038,121442,369790890,130.75,30
Kanpur,2023-07,Healthcare,Digital,Medium,1159710,0.07,0.095,117884,383712420,330.87,53
Mumbai,2023-08,Clothing,TV,Low,1368004,0.27,0.023,39959,58340140,42.65,40
Hyderabad,2023-12,Clothing,Radio,Medium,2756924,0.1,0.107,324489,584080200,211.86,22
Kolkata,2023-07,Healthcare,Print,Medium,572146,0.24,0.067,47533,126437780,220.99,40
Chennai,2023-07,Healthcare,Radio,Medium,1656130,0.14,0.031,58527,176166270,106.37,22
Ahmedabad,2023-12,Clothing,Digital,Medium,1446924,0.17,0.147,248856,413100960,285.5,22
Kolkata,2023-05,Furniture,TV,Low,2332229,0.12,0.136,355245,1250462400,536.17,53
Kanpur,2023-02,Electronics,TV,High,787321,0.22,0.135,129671,505716900,642.33,30
Hyderabad,2023-06,Clothing,TV,Low,1981443,0.26,0.12,299594,443399120,223.78,53
Delhi,2023-04,Furniture,TV,Medium,1602915,0.12,0.107,192093,676167360,421.84,53
Pune,2023-10,Furniture,Print,Medium,672142,0.11,0.102,76099,270912440,403.06,53
Ahmedabad,2023-02,Furniture,Outdoor,High,2427691,0.22,0.025,74044,231017280,95.16,40
Ahmedabad,2023-12,FMCG,Digital,High,691775,0.1,0.136,103489,139710150,201.96,22
Kolkata,2023-09,FMCG,Print,High,1180766,0.21,0.133,190020,225173700,190.7,65
Kanpur,2023-07,Furniture,Radio,Low,2073930,0.07,0.115,255197,949332839,457.75,30
Delhi,2023-06,Healthcare,Outdoor,High,2798730,0.21,0.14,474104,1310897560,468.39,53
Surat,2023-12,FMCG,Outdoor,Medium,1810379,0.18,0.087,185853,228599190,126.27,22
Hyderabad,2023-05,Clothing,TV,Medium,2123333,0.08,0.073,167403,308021520,145.07,30
Surat,2023-03,FMCG,Print,Medium,2227286,0.21,0.146,393472,466264320,209.34,65
Pune,2023-12,Healthcare,Radio,Low,725843,0.16,0.075,63148,185655120,255.78,65
Delhi,2023-10,Electronics,TV,High,2559770,0.1,0.1,281574,1267083000,495.0,53
Delhi,2023-10,FMCG,TV,High,2253135,0.14,0.062,159251,205433790,91.18,65
Hyderabad,2023-04,Furniture,Digital,High,2721800,0.17,0.099,315266,1046683120,384.56,65
Bangalore,2023-03,Furniture,Outdoor,High,1089421,0.07,0.111,129390,481330799,441.82,30
Surat,2023-12,Furniture,Radio,Medium,1011163,0.29,0.097,126526,359333840,355.37,30
Mumbai,2023-11,Electronics,Outdoor,Low,1657150,0.22,0.082,165781,646545900,390.16,53
Ahmedabad,2023-08,Healthcare,Print,High,2424770,0.08,0.052,136175,438483500,180.84,22
Bangalore,2023-03,Clothing,Digital,Medium,1257079,0.26,0.1,158391,234418680,186.48,53
Mumbai,2023-07,Healthcare,TV,Medium,2690406,0.13,0.137,416501,1268245545,471.4,40
Kanpur,2023-07,Electronics,Digital,Low,2250114,0.2,0.011,29701,118804000,52.8,65
Hyderabad,2023-07,Furniture,TV,High,1751348,0.12,0.029,56883,200228160,114.33,22
Kanpur,2023-07,Healthcare,Digital,Low,2080651,0.23,0.027,69098,186219110,89.5,30
Ahmedabad,2023-02,Clothing,TV,High,2530597,0.23,0.139,432656,666290240,263.29,40
Chennai,2023-10,Furniture,Outdoor,Low,2552065,0.19,0.103,312806,1013491440,397.13,40
Mumbai,2023-03,Clothing,Outdoor,High,2075869,0.11,0.143,329502,586513560,282.54,65
Bangalore,2023-10,FMCG,Outdoor,High,1622520,0.11,0.092,165691,221197485,136.33,30
Mumbai,2023-09,Clothing,Outdoor,Low,623438,0.15,0.075,53771,91410700,146.62,22
Mumbai,2023-03,Furniture,Digital,High,1625215,0.09,0.121,214349,780230360,480.08,30
Hyderabad,2023-02,FMCG,TV,Low,1049457,0.13,0.033,39134,51069870,48.66,65
Kanpur,2023-09,Furniture,Outdoor,Low,1775678,0.22,0.063,136478,425811360,239.8,40
Surat,2023-10,Furniture,Digital,High,1657823,0.26,0.075,156664,463725440,279.72,65
Chennai,2023-09,FMCG,TV,High,654524,0.13,0.052,38459,50188995,76.68,53
Hyderabad,2023-04,Clothing,Digital,Low,1443758,0.11,0.062,99359,176859020,122.5,40
Pune,2023-12,Electronics,Outdoor,Medium,2797657,0.26,0.021,74026,273896200,97.9,65
Hyderabad,2023-09,Electronics,Print,Low,1343542,0.27,0.038,64839,236662350,176.15,22
Ahmedabad,2023-03,Electronics,Digital,Medium,963400,0.15,0.057,63150,268387500,278.58,22
Chennai,2023-07,Electronics,Outdoor,Medium,2417710,0.06,0.121,310095,1457446500,602.82,22
Delhi,2023-07,Healthcare,Radio,Low,1640822,0.22,0.036,72064,196734720,119.9,53
Pune,2023-11,Electronics,TV,Low,897010,0.25,0.059,66154,248077500,276.56,30
Kolkata,2023-08,FMCG,Outdoor,Low,2102048,0.05,0.019,41935,59757375,28.43,22
Hyderabad,2023-10,Electronics,Radio,Medium,2819319,0.2,0.088,297720,1190880000,422.4,53
Mumbai,2023-04,Furniture,Digital,Low,1921898,0.2,0.096,221402,708486400,368.64,22
Surat,2023-03,Electronics,Digital,Low,1055505,0.14,0.131,157629,677804700,642.16,53
Delhi,2023-03,Clothing,Radio,High,2077915,0.24,0.125,322076,489555520,235.6,22
Hyderabad,2023-12,FMCG,Radio,High,1631238,0.16,0.05,94611,119209860,73.08,30
Hyderabad,2023-05,FMCG,TV,High,1487584,0.22,0.029,52630,61577100,41.39,65
Bangalore,2023-11,Healthcare,Digital,Low,1168235,0.18,0.032,44112,126601440,108.37,22
Bangalore,2023-01,Furniture,Radio,Low,1142247,0.11,0.146,185112,658998720,576.93,65
Delhi,2023-10,FMCG,Print,Low,1731310,0.2,0.104,216067,259280400,149.76,22
Kanpur,2023-03,Clothing,Print,Medium,2855114,0.23,0.016,56188,86529520,30.31,30
Bangalore,2023-06,Electronics,Radio,Medium,1917309,0.29,0.029,71726,254627300,132.8,65
Mumbai,2023-03,FMCG,TV,High,1529116,0.15,0.078,137161,174880275,114.37,53
Pune,2023-05,Clothing,Digital,Medium,2586823,0.07,0.039,107948,200783279,77.62,22
Kolkata,2023-09,Electronics,Print,Medium,1795711,0.3,0.123,287134,1004969000,559.65,22
Chennai,2023-02,Healthcare,Radio,Medium,2655627,0.21,0.09,289197,799629705,301.11,53
Kolkata,2023-11,FMCG,Radio,High,2890370,0.29,0.096,357943,381209295,131.89,30
Kolkata,2023-02,FMCG,Outdoor,High,2095486,0.08,0.075,169734,234232920,111.78,40
Chennai,2023-12,Clothing,Radio,Medium,2186571,0.14,0.046,114663,197220360,90.2,22
Bangalore,2023-06,Furniture,TV,Low,1746663,0.08,0.093,175434,645597120,369.62,53
Delhi,2023-06,Healthcare,Print,High,592543,0.26,0.11,82126,212706340,358.97,40
Chennai,2023-11,Furniture,Outdoor,Medium,2113846,0.27,0.062,166444,486016480,229.92,22
Ahmedabad,2023-11,FMCG,Print,Low,1738717,0.18,0.081,166186,204408780,117.56,65
Kanpur,2023-08,Furniture,Print,Low,1200438,0.1,0.128,169021,608475600,506.88,53
Pune,2023-12,Electronics,TV,High,2262720,0.08,0.031,75755,348473000,154.01,65
Surat,2023-11,Healthcare,Radio,Low,2298718,0.2,0.086,237227,664235600,288.96,30
Bangalore,2023-02,Furniture,TV,High,2066822,0.18,0.059,143892,471965760,228.35,40
Kanpur,2023-09,Electronics,Radio,Medium,1352427,0.22,0.108,178195,694960500,513.86,53
Chennai,2023-02,Clothing,Outdoor,High,1878492,0.13,0.013,27595,48015300,25.56,22
Ahmedabad,2023-01,Furniture,TV,Low,914046,0.15,0.104,109319,371684600,406.64,22
Surat,2023-10,Healthcare,TV,High,2582929,0.06,0.024,65709,216182610,83.7,40
Pune,2023-02,Electronics,Digital,High,635787,0.2,0.019,14495,57980000,91.19,65
Pune,2023-12,Furniture,TV,Medium,1181467,0.16,0.111,152125,511140000,432.63,65
Bangalore,2023-07,Clothing,Digital,Low,2295416,0.28,0.1,293813,423090720,184.32,53
Chennai,2023-08,Furniture,Radio,High,543394,0.21,0.135,88763,280491080,516.18,53
Kanpur,2023-05,Electronics,Radio,Medium,2428111,0.15,0.083,231763,984992750,405.66,65
Delhi,2023-06,Furniture,Radio,Medium,800809,0.12,0.084,75340,265196800,331.16,53
Kanpur,2023-12,Healthcare,Digital,Medium,1021424,0.28,0.109,142509,359122680,351.59,65
Kanpur,2023-01,FMCG,Radio,Medium,2760649,0.05,0.055,159427,227183475,82.29,40
Pune,2023-06,Electronics,Print,Medium,2510029,0.13,0.015,42544,185066400,73.73,53
Delhi,2023-12,Electronics,TV,High,2019226,0.29,0.042,109401,388373550,192.34,65
Delhi,2023-08,Electronics,Digital,High,2303952,0.21,0.043,119874,473502300,205.52,53
Bangalore,2023-03,Electronics,Radio,Low,2056995,0.18,0.057,138353,567247300,275.77,22
Surat,2023-11,Furniture,Print,High,2047451,0.1,0.142,319811,1151319600,562.32,22
Hyderabad,2023-01,Healthcare,TV,Low,714367,0.26,0.123,110712,286744080,401.4,30
Kolkata,2023-11,Clothing,TV,Low,850748,0.1,0.141,131951,237511800,279.18,65
Kolkata,2023-04,Healthcare,Radio,Low,896885,0.11,0.15,149331,465166065,518.65,30
Pune,2023-01,Electronics,Print,High,2796626,0.1,0.071,218416,982872000,351.45,65
Hyderabad,2023-08,Furniture,Digital,Medium,509251,0.09,0.042,23313,84859320,166.64,53
Surat,2023-05,Furniture,Radio,Low,814791,0.29,0.088,92495,262685800,322.4,65
Hyderabad,2023-01,Electronics,TV,Medium,2423422,0.2,0.133,386778,1547112000,638.4,22
Bangalore,2023-08,Furniture,TV,Low,1788525,0.21,0.075,162308,512893280,286.77,53
Kanpur,2023-09,Electronics,TV,High,2552578,0.29,0.081,266718,946848900,370.94,22
Pune,2023-10,Healthcare,Radio,Low,2823671,0.11,0.029,90893,283131695,100.27,53
Delhi,2023-02,FMCG,Outdoor,High,2332093,0.05,0.069,168960,240768000,103.24,65
Pune,2023-09,Furniture,Outdoor,Medium,900624,0.2,0.064,69167,221334400,245.76,65
Kolkata,2023-08,Electronics,Outdoor,High,975431,0.18,0.059,67909,278426900,285.44,22
Surat,2023-07,Electronics,Print,Medium,2928365,0.17,0.134,459109,1905302350,650.64,40
Hyderabad,2023-03,Furniture,Radio,High,2398990,0.07,0.018,46204,171878879,71.65,65
Surat,2023-02,Clothing,TV,Low,1913066,0.16,0.146,323996,544313280,284.52,40
Bangalore,2023-07,Electronics,Print,Low,854298,0.12,0.011,10524,46305600,54.2,53
Pune,2023-05,Furniture,Outdoor,High,1372622,0.12,0.142,218301,768419520,559.82,40
Chennai,2023-06,Electronics,Digital,Medium,2955607,0.11,0.087,285422,1270127900,429.74,22
Pune,2023-04,Clothing,Print,Medium,755752,0.13,0.108,92231,160481940,212.35,30
